record_id,source_type,supplier_tier,industry_sector,country,country_iso3,grid_emission_factor,renewable_energy_pct,energy_kwh_monthly,fuel_litres_monthly,production_qty_units,transport_mode,distance_km,shipment_weight_t,material_type,material_qty_kg,material_ef_kgco2e_kg,transport_ef_kgco2e_tonne_km,energy_co2e_kg,fuel_co2e_kg,material_co2e_kg,transport_co2e_kg,co2e_kg
1133,SYNTHETIC,2,Packaging Materials,Saudi Arabia,SAU,0.74,11.59,2329.04,,6591.4,inland_waterway,5328.4,5.273,plastic_pet,10709.2,3.1,0.031,1529.0725,0.0,33198.5067,871.0161,37108.7188
1385,SYNTHETIC,2,Chemical Processing,Saudi Arabia,SAU,0.74,44.39,6851.62,780.05,2426.2,inland_waterway,414.8,1.941,glass,3215.42,0.85,0.031,2880.3549,2098.3232,2733.1069,24.9588,7647.8488
432,SYNTHETIC,1,Packaging Materials,France,FRA,0.056,16.75,869.68,0.0,5588.5,inland_waterway,1182.5,4.471,cardboard,5233.03,0.89,0.031,43.4565,0.0,4657.3956,163.8858,4621.8206
1638,SYNTHETIC,3,Mining & Raw Materials,South Africa,ZAF,0.89,12.63,6951.4,1223.16,3260.4,road_diesel,2865.7,2.608,concrete,4694.06,0.13,0.1033,5423.1562,3290.2892,610.2281,772.1386,10192.0419
992,SYNTHETIC,2,Mining & Raw Materials,United Kingdom,GBR,0.207,28.56,5378.6,1634.71,8184.3,sea_container,1113.6,6.547,concrete,13728.65,0.13,0.016,826.1054,4397.3668,1784.7244,116.654,7169.2003
507,SYNTHETIC,1,Plastics Manufacturing,United States,USA,0.386,,909.42,64.07,5272.0,air_freight,2777.5,4.218,plastic_pet,1622.79,3.1,0.602,308.2817,172.3594,5030.6549,7051.9673,12354.8049
787,SYNTHETIC,2,Logistics & Freight,United Kingdom,GBR,0.207,18.62,393.17,1120.85,100.0,rail_freight,5019.7,0.08,cardboard,100.0,0.89,0.028,67.6953,3015.0973,89.0,11.2441,3056.7643
1313,SYNTHETIC,2,Semiconductor Fabrication,Mexico,MEX,0.42,53.14,6139.12,0.0,1935.3,rail_freight,620.1,1.548,chemicals_general,2376.15,2.2,0.028,1273.4031,0.0,5227.534,26.8818,6411.7283
644,SYNTHETIC,2,Plastics Manufacturing,France,FRA,0.056,8.73,1975.7,0.0,7381.2,road_electric,769.1,5.905,chemicals_general,7469.56,2.2,0.021,104.4291,0.0,16433.029,95.37,16708.3759
886,SYNTHETIC,2,Chemical Processing,Japan,JPN,0.47,24.17,5219.34,112.18,3421.9,sea_container,3897.7,2.738,glass,4984.62,0.85,0.016,1885.3535,301.7766,4236.9285,170.722,6967.5178
307,SYNTHETIC,1,Construction Materials,Japan,JPN,0.47,37.51,1817.26,2238.4,6492.0,air_freight,2529.1,5.194,steel,10102.13,1.85,0.602,547.3722,6021.306,18688.9363,7907.2214,31995.1839
1381,SYNTHETIC,2,Food Processing,Germany,DEU,0.385,37.37,2088.19,0.0,1723.4,inland_waterway,6258.4,1.379,glass,1947.52,0.85,0.031,519.1134,0.0,1655.3929,267.4856,2540.5349
1334,SYNTHETIC,2,Agricultural Commodities,China,CHN,0.581,44.92,1021.02,473.52,1687.1,rail_freight,50.0,1.35,cotton_fabric,620.73,8.0,0.028,335.9096,1273.7556,4965.8285,1.8896,6632.4317
1704,SYNTHETIC,3,Plastics Manufacturing,South Korea,KOR,0.435,21.56,3017.99,7167.28,8798.5,road_electric,2583.3,7.039,chemicals_general,5859.73,2.2,0.021,1042.8269,19279.9862,12891.4166,381.8512,33509.9888
65,SYNTHETIC,1,Steel & Metals,Brazil,BRA,0.08,54.42,6339.46,159.96,4492.4,rail_freight,172.0,3.594,aluminium,5551.5,8.24,0.028,300.1568,430.3049,45744.3654,17.3109,47172.8443
1159,SYNTHETIC,2,Logistics & Freight,India,IND,0.7082,30.59,435.11,0.0,6564.9,inland_waterway,789.3,5.252,plastic_pp,4578.09,1.65,0.031,216.5321,0.0,7553.8479,128.4979,7802.6669
1755,SYNTHETIC,3,Mining & Raw Materials,India,IND,0.7082,11.95,9072.86,389.43,2651.0,road_diesel,1106.4,2.121,chemicals_general,2139.75,2.2,0.1033,5679.1699,1047.5693,4707.4439,242.3773,11812.6807
633,SYNTHETIC,2,Electronics Assembly,Australia,AUS,0.66,22.0,767.92,0.0,9045.5,rail_freight,102.2,7.236,aluminium,19903.32,8.24,0.028,398.6963,0.0,164003.331,20.7147,164281.9041
1854,SYNTHETIC,3,Automotive Manufacturing,Australia,AUS,0.66,12.56,1661.14,0.0,7130.0,sea_bulk,3023.9,5.704,steel,13086.01,1.85,0.012,962.8622,0.0,24209.1164,206.983,25730.9061
414,SYNTHETIC,1,Electronics Assembly,Mexico,MEX,0.42,29.78,743.17,0.0,2535.5,rail_freight,,2.028,aluminium,4254.31,8.24,0.028,223.619,0.0,35055.5351,121.5141,36350.8015
1563,SYNTHETIC,3,Electronics Assembly,South Korea,KOR,0.435,30.31,495.75,0.0,6086.4,inland_waterway,646.3,4.869,plastic_pet,5505.9,3.1,0.031,153.2988,0.0,17068.2745,97.5554,17590.136
481,SYNTHETIC,1,Food Processing,India,IND,0.7082,4.93,1259.74,0.0,3015.5,rail_freight,1785.7,2.412,glass,3371.09,0.85,0.028,849.3769,0.0,2865.4275,120.622,3700.4397
1310,SYNTHETIC,2,Construction Materials,China,CHN,0.581,,4997.13,669.0,899.8,road_diesel,2654.5,0.72,glass,1299.09,0.85,0.1033,2673.7274,1799.6097,1104.2224,197.3802,5646.4167
468,SYNTHETIC,1,Textiles & Apparel,China,CHN,0.581,22.34,1075.22,0.0,5417.6,inland_waterway,805.9,4.334,plastic_pet,7711.73,3.1,0.031,489.9739,0.0,23906.3574,108.2796,24376.5862
1512,SYNTHETIC,3,Automotive Manufacturing,China,CHN,0.581,38.85,2069.23,0.0,8132.2,road_diesel,116.6,6.506,plastic_pp,8997.79,1.65,0.1033,751.2346,0.0,14846.354,78.3667,15719.7012
1967,SYNTHETIC,3,Agricultural Commodities,Turkey,TUR,0.445,59.03,966.04,846.45,5609.1,road_electric,,4.487,cotton_fabric,5591.42,8.0,0.021,187.5504,2276.9555,44731.3291,90.8035,46230.8517
808,SYNTHETIC,2,Chemical Processing,United Kingdom,GBR,0.207,45.15,5047.35,2136.69,5882.1,sea_bulk,802.4,4.706,glass,8142.68,0.85,0.012,618.6065,5747.7021,6921.2782,45.3093,12723.9823
1160,SYNTHETIC,2,Agricultural Commodities,South Africa,ZAF,0.89,20.8,521.36,2294.06,668.8,inland_waterway,1322.4,0.535,cotton_fabric,390.16,8.0,0.031,369.6423,6171.0107,3121.2999,21.9321,9711.0102
1395,SYNTHETIC,2,Steel & Metals,France,FRA,0.056,36.11,7886.39,1161.44,8554.4,sea_container,1191.6,6.843,steel,11791.16,1.85,0.016,339.1133,3124.2805,21813.6454,130.4776,24372.2187
1592,SYNTHETIC,3,Renewable Energy Components,United States,USA,0.386,18.65,3741.58,0.0,2292.9,road_diesel,50.0,1.834,lithium_battery,3273.15,75.0,0.1033,1188.9124,0.0,245486.5502,9.4743,254196.8407
577,SYNTHETIC,1,Pharmaceutical Manufacturing,China,CHN,0.581,,2146.18,0.0,6247.7,sea_container,3467.3,4.998,glass,7071.48,0.85,0.016,456.2916,0.0,6010.7555,277.2873,6579.8758
1555,SYNTHETIC,3,Chemical Processing,Japan,JPN,0.47,25.0,5030.76,307.6,3440.3,road_electric,1380.1,2.752,glass,1666.42,0.85,0.021,1798.4381,827.4503,1416.4606,79.7688,4265.9733
1575,SYNTHETIC,3,Renewable Energy Components,United Kingdom,GBR,0.207,18.9,1607.5,0.0,4713.2,sea_bulk,2236.0,3.771,copper,6486.78,3.17,0.012,275.9356,0.0,20563.1075,101.1738,21143.7704
505,SYNTHETIC,1,Electronics Assembly,Vietnam,VNM,0.59,40.88,840.09,0.0,3413.2,inland_waterway,933.7,2.731,chemicals_general,4927.12,2.2,0.031,299.9219,0.0,10839.6715,79.0308,10967.2015
1439,SYNTHETIC,3,Packaging Materials,Turkey,TUR,0.445,22.65,788.56,0.0,2901.8,air_freight,8368.4,2.321,cardboard,5289.57,0.89,0.602,275.0131,0.0,4707.721,11694.8228,17019.1328
716,SYNTHETIC,2,Steel & Metals,France,FRA,0.056,3.3,6533.4,143.23,6897.4,sea_container,2451.7,5.518,copper,5508.4,3.17,0.016,358.1055,385.2753,17461.6308,216.4512,18238.343
1369,SYNTHETIC,2,Semiconductor Fabrication,Saudi Arabia,SAU,0.74,19.41,9104.55,0.0,7223.2,sea_bulk,1938.2,5.779,chemicals_general,6654.36,2.2,0.012,5464.8372,0.0,14639.5937,134.3998,19921.5743
1408,SYNTHETIC,3,Mining & Raw Materials,China,CHN,0.581,13.33,3134.29,1821.06,889.8,road_electric,7000.3,0.712,steel,714.65,1.85,0.021,1586.6837,4898.6463,1322.1086,104.6448,7713.602
1625,SYNTHETIC,3,Chemical Processing,South Korea,KOR,0.435,27.3,4452.42,251.59,5164.6,rail_freight,3140.2,4.132,glass,4704.35,0.85,0.028,1432.3339,676.7788,3998.6955,363.2793,6485.4828
1788,SYNTHETIC,3,Mining & Raw Materials,South Africa,ZAF,0.89,51.9,4170.31,0.0,3338.5,road_electric,373.9,2.671,steel,3284.94,1.85,0.021,1828.6515,0.0,6077.1447,20.9735,7899.9974
1892,SYNTHETIC,3,Semiconductor Fabrication,Turkey,TUR,0.445,11.5,10301.69,0.0,5915.8,air_freight,7847.6,4.733,chemicals_general,10412.08,2.2,0.602,4080.7922,0.0,22906.5697,22358.2545,48416.4442
1719,SYNTHETIC,3,Textiles & Apparel,South Korea,KOR,0.435,17.51,707.87,0.0,5095.2,air_freight,5641.5,4.076,plastic_pet,6679.73,3.1,0.602,256.4877,0.0,20707.1528,13843.4566,35501.0312
1005,SYNTHETIC,2,Chemical Processing,Australia,AUS,0.66,13.42,5315.15,0.0,2800.9,sea_container,51.1,2.241,plastic_pp,2565.47,1.65,0.016,3051.5036,0.0,4233.0318,1.8306,7206.7355
942,SYNTHETIC,2,Construction Materials,Turkey,TUR,0.445,9.48,1136.57,486.97,5016.0,road_diesel,3563.2,4.013,wood_timber,8635.6,0.46,0.1033,459.9998,1309.9377,3972.3758,1477.0248,6992.5462
617,SYNTHETIC,2,Plastics Manufacturing,Turkey,TUR,0.445,66.05,711.02,731.06,1673.2,sea_bulk,804.6,1.339,chemicals_general,2738.82,2.2,0.012,116.8181,1966.5436,6025.4117,12.9246,7761.9563
170,SYNTHETIC,1,Plastics Manufacturing,India,IND,0.7082,,2214.23,3843.87,1939.3,road_electric,261.1,1.551,chemicals_general,1608.25,2.2,0.021,933.696,10340.0059,3538.1551,8.5071,15393.0151
590,SYNTHETIC,1,Automotive Manufacturing,Brazil,BRA,0.08,68.57,2193.48,0.0,2826.8,sea_container,390.0,2.261,plastic_pp,3547.45,1.65,0.016,85.2355,0.0,5853.2847,14.1108,6473.7554
1092,SYNTHETIC,2,Construction Materials,Saudi Arabia,SAU,0.74,22.79,3314.76,861.64,5930.4,air_freight,9712.3,4.744,steel,3497.37,1.85,0.602,1909.0696,2317.7983,6470.1431,27739.273,37747.9223
572,SYNTHETIC,1,Electronics Assembly,Brazil,BRA,0.08,17.86,904.3,0.0,3232.7,rail_freight,843.2,2.586,copper,3656.45,3.17,0.028,62.6519,0.0,11590.935,61.0561,11236.6663
888,SYNTHETIC,2,Electronics Assembly,Australia,AUS,0.66,15.27,921.46,0.0,2435.1,air_freight,1614.2,1.948,chemicals_general,4351.84,2.2,0.602,518.1204,0.0,9574.0558,1893.09,11974.3849
981,SYNTHETIC,2,Chemical Processing,France,FRA,0.056,55.58,5957.6,2389.22,6026.0,sea_bulk,1765.6,4.821,chemicals_general,5412.44,2.2,0.012,214.4298,6426.9987,11907.3682,102.1378,18478.0438
1801,SYNTHETIC,3,Textiles & Apparel,South Korea,KOR,0.435,13.44,519.0,0.0,6116.8,sea_bulk,992.5,4.893,plastic_pet,8688.42,3.1,0.012,196.8222,0.0,26934.1053,58.2783,26247.4124
493,SYNTHETIC,1,Renewable Energy Components,Turkey,TUR,0.445,,1417.69,0.0,6829.9,road_diesel,1762.7,5.464,copper,5756.7,3.17,0.1033,551.171,0.0,18248.7256,994.892,20088.5663
16,SYNTHETIC,1,Pharmaceutical Manufacturing,Germany,DEU,0.385,13.73,4198.87,0.0,9266.5,inland_waterway,642.1,7.413,chemicals_general,11153.71,2.2,0.031,1406.1566,0.0,24538.1605,147.5516,25805.7407
1631,SYNTHETIC,3,Agricultural Commodities,South Africa,ZAF,0.89,18.88,393.94,0.0,4303.0,rail_freight,1087.8,3.442,cardboard,5515.8,0.89,0.028,285.8889,0.0,4909.0664,104.8477,5567.8682
1051,SYNTHETIC,2,Textiles & Apparel,France,FRA,0.056,32.26,1374.23,0.0,8843.5,sea_bulk,10704.2,7.075,plastic_pet,1813.07,3.1,0.012,60.9957,0.0,5620.5132,908.756,6499.6706
1402,SYNTHETIC,3,Steel & Metals,Saudi Arabia,SAU,0.74,6.78,5720.81,184.93,6509.3,air_freight,2001.3,5.207,steel,9391.1,1.85,0.602,3954.2553,497.4542,17373.5432,6273.9864,27819.1408
1023,SYNTHETIC,2,Packaging Materials,Germany,DEU,0.385,45.36,745.92,0.0,3634.0,sea_bulk,465.5,2.907,cardboard,2100.52,0.89,0.012,163.6877,0.0,1869.4587,16.2389,2107.9778
470,SYNTHETIC,1,Semiconductor Fabrication,Turkey,TUR,0.445,20.54,7767.14,0.0,8030.4,road_diesel,498.1,6.424,aluminium,13024.85,8.24,0.1033,2778.4941,0.0,107324.7705,330.5769,109814.6859
1221,SYNTHETIC,2,Packaging Materials,Germany,DEU,0.385,12.74,852.7,0.0,3275.5,rail_freight,906.7,2.62,cardboard,4569.65,0.89,0.028,288.638,0.0,4066.9869,66.5241,4480.2103
1649,SYNTHETIC,3,Food Processing,South Korea,KOR,0.435,15.7,1265.98,0.0,4437.8,air_freight,119.8,3.55,plastic_pet,7334.99,3.1,0.602,468.2229,0.0,22738.4594,255.9708,21968.9267
1910,SYNTHETIC,3,Renewable Energy Components,Germany,DEU,0.385,28.86,2099.06,0.0,6639.9,sea_bulk,3888.8,5.312,aluminium,6861.13,8.24,0.012,587.0207,0.0,56535.6974,247.8851,56699.7766
376,SYNTHETIC,1,Construction Materials,Japan,JPN,0.47,8.25,2920.87,0.0,7925.5,sea_container,1806.2,6.34,wood_timber,9762.94,0.46,0.016,1264.4062,0.0,4490.9511,183.2366,6037.3035
970,SYNTHETIC,2,Packaging Materials,India,IND,0.7082,12.46,1484.27,0.0,7495.3,inland_waterway,50.0,5.996,glass,8562.36,0.85,0.031,923.8747,0.0,7278.0095,9.2942,8477.972
1949,SYNTHETIC,3,Renewable Energy Components,Mexico,MEX,0.42,49.73,1307.26,0.0,3234.6,road_electric,6637.4,2.588,aluminium,5157.9,8.24,0.021,289.0333,0.0,42501.1164,360.6826,42008.9845
647,SYNTHETIC,2,Packaging Materials,Saudi Arabia,SAU,0.74,48.38,1804.11,0.0,4261.2,rail_freight,1188.4,3.409,plastic_pet,5037.88,3.1,0.028,706.5789,0.0,15617.4253,113.4384,16244.6693
657,SYNTHETIC,2,Plastics Manufacturing,India,IND,0.7082,14.17,1969.18,0.0,9874.9,sea_bulk,582.4,7.9,plastic_pet,7929.27,3.1,0.012,1202.5932,0.0,24580.727,55.2139,28233.6806
1819,SYNTHETIC,3,Textiles & Apparel,China,CHN,0.581,22.48,1049.07,0.0,8913.6,road_electric,4249.7,7.131,cotton_fabric,14198.56,8.0,0.021,477.2276,0.0,113588.4691,636.3881,111493.0896
1843,SYNTHETIC,3,Agricultural Commodities,Saudi Arabia,SAU,0.74,25.59,858.69,0.0,5906.6,rail_freight,1053.6,4.725,wood_timber,4089.73,0.46,0.028,477.1905,0.0,1881.2737,139.3964,2531.6354
1507,SYNTHETIC,3,Renewable Energy Components,United Kingdom,GBR,0.207,19.72,2044.73,,5095.2,rail_freight,1857.8,4.076,aluminium,6386.81,8.24,0.028,347.8493,0.0,52627.3359,212.037,52299.3162
1121,SYNTHETIC,2,Semiconductor Fabrication,Japan,JPN,0.47,35.36,6609.66,0.0,5450.8,sea_bulk,9530.0,4.361,copper,5252.75,3.17,0.012,2054.7177,0.0,16651.2204,498.6789,19921.9331
1434,SYNTHETIC,3,Semiconductor Fabrication,Turkey,TUR,0.445,27.12,8791.47,0.0,3956.8,sea_bulk,726.6,3.165,copper,3002.8,3.17,0.012,2898.7466,0.0,9518.8809,27.6008,12282.8851
1981,SYNTHETIC,3,Chemical Processing,China,CHN,0.581,23.32,2868.04,267.36,1082.4,inland_waterway,6328.3,0.866,plastic_pp,1473.41,1.65,0.031,1291.0701,719.2003,2431.1334,169.8717,4869.5852
790,SYNTHETIC,2,Construction Materials,China,CHN,0.581,33.6,2044.93,0.0,5576.7,rail_freight,,4.461,concrete,5299.95,0.13,0.028,802.6791,0.0,688.9932,59.5372,1515.747
188,SYNTHETIC,1,Semiconductor Fabrication,Vietnam,VNM,0.59,17.5,7160.35,0.0,4847.4,sea_bulk,1722.0,3.878,aluminium,5978.48,8.24,0.012,3510.3442,0.0,49262.6429,80.1311,54250.4776
152,SYNTHETIC,1,Steel & Metals,United Kingdom,GBR,0.207,45.2,6949.4,113.73,7714.7,sea_container,3618.4,6.172,copper,16864.04,3.17,0.016,851.1684,305.946,53459.0121,357.3123,54478.4464
159,SYNTHETIC,1,Steel & Metals,Mexico,MEX,0.42,61.52,5945.39,130.06,10151.4,sea_container,981.4,8.121,steel,8392.09,1.85,0.016,1034.0737,349.8639,15525.3602,127.5219,16948.4262
496,SYNTHETIC,1,Agricultural Commodities,Turkey,TUR,0.445,44.98,559.91,324.9,3386.1,air_freight,2164.7,2.709,cardboard,1670.0,0.89,0.602,142.1149,873.9922,1486.2961,3529.9915,6063.1965
490,SYNTHETIC,1,Food Processing,United States,USA,0.386,6.78,888.36,0.0,2223.9,road_electric,2824.3,1.779,glass,2849.52,0.85,0.021,320.8748,0.0,2422.0888,105.5207,2860.8821
692,SYNTHETIC,2,Electronics Assembly,Brazil,BRA,0.08,20.29,801.13,0.0,602.1,sea_bulk,2950.7,0.482,copper,930.14,3.17,0.012,54.3354,0.0,2948.549,17.0557,2898.2241
1534,SYNTHETIC,3,Plastics Manufacturing,Japan,JPN,0.47,17.99,2150.57,70.87,11543.2,air_freight,2129.3,9.235,chemicals_general,9637.15,2.2,0.602,836.619,190.6489,21201.7348,11837.3327,34906.5245
