record_id,source_type,supplier_tier,industry_sector,country,country_iso3,grid_emission_factor,renewable_energy_pct,energy_kwh_monthly,fuel_litres_monthly,production_qty_units,transport_mode,distance_km,shipment_weight_t,material_type,material_qty_kg,material_ef_kgco2e_kg,transport_ef_kgco2e_tonne_km,energy_co2e_kg,fuel_co2e_kg,material_co2e_kg,transport_co2e_kg,co2e_kg
585,SYNTHETIC,1,Chemical Processing,South Korea,KOR,0.435,29.34,4555.3,600.92,2425.1,sea_container,1646.8,1.94,chemicals_general,3149.41,2.2,0.016,1426.9745,1616.481,6928.7015,51.1191,9723.992
375,SYNTHETIC,1,Electronics Assembly,United Kingdom,GBR,0.207,59.86,857.43,0.0,3099.5,rail_freight,3783.3,2.48,copper,5622.73,3.17,0.028,81.5075,0.0,17824.039,262.6712,17810.1465
276,SYNTHETIC,1,Steel & Metals,South Korea,KOR,0.435,7.13,6320.04,0.0,4591.7,road_diesel,2782.9,3.673,steel,6431.65,1.85,0.1033,2562.1406,0.0,11898.5553,1055.9887,14964.8512
747,SYNTHETIC,2,Agricultural Commodities,Turkey,TUR,0.445,33.86,467.82,0.0,6443.1,sea_bulk,2585.0,5.154,wood_timber,8689.8,0.46,0.012,140.8652,0.0,3997.3085,159.8946,4437.1234
129,SYNTHETIC,1,Pharmaceutical Manufacturing,Saudi Arabia,SAU,0.74,,3028.99,0.0,4798.2,inland_waterway,401.4,3.839,glass,5775.68,0.85,0.031,1966.7663,0.0,4909.3312,47.7683,7114.2017
1647,SYNTHETIC,3,Electronics Assembly,Japan,JPN,0.47,,1089.36,0.0,842.4,air_freight,2685.0,0.674,aluminium,1093.04,8.24,0.602,410.6756,0.0,9006.6764,1089.243,10226.9195
1853,SYNTHETIC,3,Automotive Manufacturing,Brazil,BRA,0.08,38.03,2182.02,915.45,7854.7,rail_freight,223.8,6.284,rubber,13011.92,3.85,0.028,124.7685,2462.5626,50095.9071,39.3838,52152.3213
675,SYNTHETIC,2,Plastics Manufacturing,Australia,AUS,0.66,48.27,1956.5,550.0,1244.6,sea_bulk,1050.1,0.996,chemicals_general,1417.88,2.2,0.012,686.8316,1479.4951,3119.3466,12.5464,5466.726
1665,SYNTHETIC,3,Automotive Manufacturing,Saudi Arabia,SAU,0.74,,2933.44,,2901.5,road_electric,1420.0,2.321,steel,3553.91,1.85,0.021,1716.2734,1233.4721,6574.7347,69.217,9640.3474
1982,SYNTHETIC,3,Plastics Manufacturing,Turkey,TUR,0.445,12.9,1309.51,1244.76,3573.2,inland_waterway,4819.6,2.859,plastic_pet,5647.17,3.1,0.031,510.9514,3348.4012,17506.2126,427.0902,22303.5378
1084,SYNTHETIC,2,Chemical Processing,United Kingdom,GBR,0.207,50.06,2268.4,1544.36,8584.1,rail_freight,155.9,6.867,glass,10116.91,0.85,0.028,257.2112,4154.3262,8599.372,29.9727,13205.1928
1923,SYNTHETIC,3,Logistics & Freight,United States,USA,0.386,20.8,347.51,3.5,7700.9,air_freight,3401.6,6.161,plastic_pp,4613.2,1.65,0.602,107.6883,9.4262,7611.7752,12615.5654,20409.8747
100,SYNTHETIC,1,Food Processing,Saudi Arabia,SAU,0.74,,1050.64,0.0,7972.5,rail_freight,3549.5,6.378,plastic_pet,5824.51,3.1,0.028,605.4496,0.0,18055.9959,633.8887,18813.5169
1180,SYNTHETIC,2,Pharmaceutical Manufacturing,United States,USA,0.386,17.98,2974.71,0.0,7170.6,sea_bulk,9118.0,5.736,plastic_pet,6039.02,3.1,0.012,952.4795,0.0,18720.976,627.6576,19923.6636
965,SYNTHETIC,2,Mining & Raw Materials,United Kingdom,GBR,0.207,16.05,5770.85,2482.63,4279.6,air_freight,4144.9,3.424,concrete,5502.62,0.13,0.602,1021.3444,6678.27,715.3405,8542.9296,16870.3888
793,SYNTHETIC,2,Chemical Processing,United Kingdom,GBR,0.207,10.81,2956.8,668.59,7672.0,sea_bulk,3294.1,6.138,glass,7685.81,0.85,0.012,552.286,1798.4987,6532.9423,242.6168,8209.8169
30,SYNTHETIC,1,Renewable Energy Components,South Africa,ZAF,0.89,37.71,3096.78,0.0,3070.5,road_electric,720.0,2.456,lithium_battery,3274.03,75.0,0.021,1740.1866,0.0,245552.015,37.141,244970.9565
629,SYNTHETIC,2,Semiconductor Fabrication,Brazil,BRA,0.08,1.91,10838.35,0.0,6333.0,road_diesel,4503.9,5.066,aluminium,7756.45,8.24,0.1033,854.6613,0.0,63913.1317,2357.1481,66151.0579
945,SYNTHETIC,2,Logistics & Freight,Vietnam,VNM,0.59,17.67,440.32,,4192.1,sea_container,128.3,3.354,plastic_pp,2093.52,1.65,0.016,215.447,2693.1524,3454.309,6.8835,6264.5594
573,SYNTHETIC,1,Textiles & Apparel,Turkey,TUR,0.445,53.67,907.54,0.0,3164.4,inland_waterway,50.0,2.532,plastic_pet,5820.4,3.1,0.031,196.8504,0.0,18043.2478,3.9239,18645.508
908,SYNTHETIC,2,Packaging Materials,United States,USA,0.386,,822.43,0.0,2865.8,sea_bulk,,2.293,plastic_pet,3948.91,3.1,0.012,264.5579,0.0,12241.6316,11.0271,13010.9415
1081,SYNTHETIC,2,Renewable Energy Components,Vietnam,VNM,0.59,19.05,2011.81,0.0,5023.8,air_freight,2224.6,4.019,copper,5545.55,3.17,0.602,968.5566,0.0,17579.4034,5382.2467,23304.1103
451,SYNTHETIC,1,Chemical Processing,Mexico,MEX,0.42,28.24,1631.63,,3507.6,air_freight,230.7,2.806,plastic_pp,5406.45,1.65,0.602,500.9635,4148.8515,8920.6415,389.6353,13805.3916
1610,SYNTHETIC,3,Automotive Manufacturing,Germany,DEU,0.385,27.17,1727.47,0.0,5182.7,air_freight,3928.1,4.146,plastic_pp,5244.99,1.65,0.602,493.7762,0.0,8654.2323,9804.6077,19028.6533
1291,SYNTHETIC,2,Food Processing,Vietnam,VNM,0.59,22.32,1113.76,0.0,9585.3,sea_container,1161.4,7.668,cardboard,15089.91,0.89,0.016,515.3943,0.0,13430.0156,142.4936,13748.2201
1079,SYNTHETIC,2,Textiles & Apparel,Vietnam,VNM,0.59,21.55,1204.27,0.0,3838.8,sea_container,1508.3,3.071,cotton_fabric,4941.5,8.0,0.016,562.5996,0.0,39532.0293,74.1148,38509.4192
255,SYNTHETIC,1,Agricultural Commodities,France,FRA,0.056,,280.38,459.57,5927.7,road_diesel,2250.8,4.742,wood_timber,8209.14,0.46,0.1033,13.774,1236.2559,3776.203,1102.5965,6163.7097
125,SYNTHETIC,1,Logistics & Freight,Vietnam,VNM,0.59,34.28,559.36,578.58,4608.2,sea_container,446.4,3.687,cardboard,7647.29,0.89,0.016,220.714,1556.3907,6806.0914,26.3303,8160.1831
1928,SYNTHETIC,3,Steel & Metals,China,CHN,0.581,33.33,5433.08,75.88,6437.1,rail_freight,5313.7,5.15,steel,6911.95,1.85,0.028,2140.5819,204.1069,12787.1096,766.1818,16349.4265
252,SYNTHETIC,1,Packaging Materials,Saudi Arabia,SAU,0.74,45.66,1075.66,0.0,8945.3,road_diesel,6237.0,7.156,cardboard,6234.57,0.89,0.1033,442.3415,0.0,5548.7695,4610.5934,10518.0637
586,SYNTHETIC,1,Automotive Manufacturing,Mexico,MEX,0.42,41.87,1846.33,740.65,9183.4,air_freight,613.8,7.347,aluminium,8320.89,8.24,0.602,466.2226,1992.36,68564.1368,2714.6356,70072.5513
1569,SYNTHETIC,3,Electronics Assembly,Mexico,MEX,0.42,17.38,1244.06,0.0,7068.1,rail_freight,6373.7,5.654,aluminium,10195.64,8.24,0.028,436.0318,0.0,84012.1004,1009.1189,84021.0496
825,SYNTHETIC,2,Construction Materials,United States,USA,0.386,30.0,3589.02,0.0,2890.4,sea_container,2008.6,2.312,concrete,2620.36,0.13,0.016,991.3507,0.0,340.6462,74.3132,1352.7144
508,SYNTHETIC,1,Plastics Manufacturing,Australia,AUS,0.66,,2075.94,40.0,1053.3,air_freight,4640.4,0.843,plastic_pp,1550.57,1.65,0.602,921.7222,107.5904,2558.4442,2353.9621,5596.4896
890,SYNTHETIC,2,Pharmaceutical Manufacturing,Saudi Arabia,SAU,0.74,46.62,3545.88,0.0,10545.7,air_freight,1641.5,8.437,plastic_pet,17181.09,3.1,0.602,1433.8089,0.0,53261.3791,8336.7007,63445.2735
71,SYNTHETIC,1,Automotive Manufacturing,India,IND,0.7082,15.46,2721.76,947.2,3618.4,sea_container,1956.2,2.895,steel,6304.15,1.85,0.016,1637.945,2547.9717,11662.6791,90.6008,15569.1892
1609,SYNTHETIC,3,Steel & Metals,South Korea,KOR,0.435,4.15,4242.37,0.0,3941.4,rail_freight,14181.7,3.153,steel,4605.5,1.85,0.028,1772.363,0.0,8520.1777,1252.0712,12174.6281
1533,SYNTHETIC,3,Steel & Metals,United States,USA,0.386,8.67,3466.92,581.06,3904.6,sea_container,1471.2,3.124,steel,6508.68,1.85,0.016,1228.2275,1563.0506,12041.052,73.5293,15323.6609
248,SYNTHETIC,1,Semiconductor Fabrication,Germany,DEU,0.385,,11452.13,0.0,6479.5,sea_container,1824.3,5.184,aluminium,5851.72,8.24,0.016,2648.0309,0.0,48218.1847,151.3058,49121.0362
1451,SYNTHETIC,3,Textiles & Apparel,Japan,JPN,0.47,21.62,1100.64,0.0,1381.5,inland_waterway,298.1,1.105,plastic_pet,1745.77,3.1,0.031,410.2247,0.0,5411.8876,10.2136,5594.3628
213,SYNTHETIC,1,Construction Materials,France,FRA,0.056,30.97,1911.54,1112.81,4472.2,sea_bulk,,3.578,concrete,6282.37,0.13,0.012,85.7319,2993.4701,816.7087,118.5319,3994.1727
910,SYNTHETIC,2,Automotive Manufacturing,United Kingdom,GBR,0.207,10.41,1891.12,758.04,10248.5,sea_bulk,3148.5,8.199,steel,12284.8,1.85,0.012,354.6545,2039.1331,22726.8792,309.766,26568.5327
1742,SYNTHETIC,3,Electronics Assembly,Mexico,MEX,0.42,,570.64,0.0,6737.0,air_freight,7932.0,5.39,aluminium,3958.88,8.24,0.602,179.1034,0.0,32621.1706,25735.7774,58370.9582
1245,SYNTHETIC,2,Pharmaceutical Manufacturing,Australia,AUS,0.66,42.44,4552.66,0.0,7080.7,rail_freight,5228.5,5.665,plastic_pet,10328.56,3.1,0.028,1768.1992,0.0,32018.542,829.2763,35485.7005
1697,SYNTHETIC,3,Steel & Metals,Turkey,TUR,0.445,,8047.4,978.15,710.2,inland_waterway,4412.6,0.568,steel,1289.03,1.85,0.031,2742.5316,2631.2307,2384.7005,77.7143,7913.0106
1183,SYNTHETIC,2,Chemical Processing,Germany,DEU,0.385,55.87,4419.59,949.87,5500.1,rail_freight,,4.4,plastic_pp,3829.44,1.65,0.028,800.2519,2555.1488,6318.5793,135.5824,9690.6048
362,SYNTHETIC,1,Packaging Materials,United States,USA,0.386,33.85,1250.07,0.0,2267.5,sea_container,1887.2,1.814,cardboard,1779.02,0.89,0.016,327.6413,0.0,1583.3257,54.7746,1869.5416
1474,SYNTHETIC,3,Packaging Materials,Germany,DEU,0.385,63.69,930.89,0.0,5882.6,road_electric,50.0,4.706,cardboard,10129.3,0.89,0.021,141.9902,0.0,9015.0796,4.9414,8933.3081
679,SYNTHETIC,2,Steel & Metals,China,CHN,0.581,29.0,8644.33,758.81,2901.3,sea_bulk,2557.5,2.321,aluminium,4925.9,8.24,0.012,3616.047,2041.2049,40589.3831,71.2322,49418.6153
1622,SYNTHETIC,3,Renewable Energy Components,Saudi Arabia,SAU,0.74,19.91,2797.79,0.0,3055.5,rail_freight,3082.7,2.444,copper,3479.56,3.17,0.028,1669.3263,0.0,11030.1918,210.9913,13575.7806
1090,SYNTHETIC,2,Food Processing,Japan,JPN,0.47,20.78,1216.81,0.0,3955.5,rail_freight,2456.0,3.164,glass,5460.17,0.85,0.028,458.1029,0.0,4641.1408,217.6115,5551.748
1988,SYNTHETIC,3,Plastics Manufacturing,United States,USA,0.386,28.09,1132.34,0.0,2966.4,air_freight,589.5,2.373,plastic_pet,2322.56,3.1,0.602,320.6626,0.0,7199.9475,842.2215,8478.2091
1848,SYNTHETIC,3,Renewable Energy Components,South Korea,KOR,0.435,41.48,1773.44,0.0,4075.7,inland_waterway,1014.0,3.261,copper,5229.76,3.17,0.031,466.1819,0.0,16578.3303,102.4907,16861.9969
988,SYNTHETIC,2,Packaging Materials,Germany,DEU,0.385,28.88,890.16,0.0,2158.4,sea_container,6616.8,1.727,glass,2244.51,0.85,0.016,248.8671,0.0,1907.8342,182.8053,2350.9604
1513,SYNTHETIC,3,Renewable Energy Components,India,IND,0.7082,35.3,2062.21,0.0,6349.1,inland_waterway,7506.2,5.079,aluminium,8845.51,8.24,0.031,959.4776,0.0,72886.9834,1181.9095,74306.4182
112,SYNTHETIC,1,Electronics Assembly,Australia,AUS,0.66,37.8,549.69,0.0,3327.2,road_electric,4994.3,2.662,copper,5914.11,3.17,0.021,229.8328,0.0,18747.737,279.1685,19548.7678
1488,SYNTHETIC,3,Logistics & Freight,South Africa,ZAF,0.89,17.85,294.98,0.0,7135.9,sea_bulk,8128.4,5.709,plastic_pp,9482.9,1.65,0.012,216.7241,0.0,15646.789,556.8383,16766.106
1454,SYNTHETIC,3,Chemical Processing,China,CHN,0.581,36.55,4461.38,0.0,4297.0,road_diesel,2621.6,3.438,glass,5603.17,0.85,0.1033,1677.3079,0.0,4762.695,930.9213,7403.2112
384,SYNTHETIC,1,Textiles & Apparel,France,FRA,0.056,34.63,1377.77,0.0,8075.0,rail_freight,1513.7,6.46,plastic_pet,7819.68,3.1,0.028,59.9788,0.0,24241.0233,273.7948,25075.3349
1396,SYNTHETIC,2,Automotive Manufacturing,Brazil,BRA,0.08,22.4,1683.69,46.91,5548.1,air_freight,1172.3,4.438,rubber,6496.87,3.85,0.602,112.0625,126.1799,25012.9548,3132.3772,30343.4671
1055,SYNTHETIC,2,Electronics Assembly,Australia,AUS,0.66,24.81,706.69,0.0,3609.9,sea_container,790.8,2.888,chemicals_general,4354.17,2.2,0.016,354.1923,0.0,9579.1789,36.5414,9490.7661
756,SYNTHETIC,2,Automotive Manufacturing,Australia,AUS,0.66,45.95,2312.68,745.15,2975.7,rail_freight,3044.4,2.381,aluminium,4663.54,8.24,0.028,846.2809,2004.4641,38427.5329,202.9238,42336.2128
325,SYNTHETIC,1,Mining & Raw Materials,United Kingdom,GBR,0.207,,8567.39,528.05,4869.0,sea_container,4911.6,3.895,steel,5016.13,1.85,0.016,1509.1185,1420.4541,9279.8446,306.1071,12904.4412
1624,SYNTHETIC,3,Pharmaceutical Manufacturing,Australia,AUS,0.66,31.41,2499.98,0.0,1843.9,rail_freight,,1.475,glass,2438.11,0.85,0.028,1147.4945,0.0,2072.3952,112.5226,3252.8959
788,SYNTHETIC,2,Chemical Processing,South Korea,KOR,0.435,9.6,3834.0,0.0,2918.3,road_electric,1513.6,2.335,chemicals_general,2496.49,2.2,0.021,1515.0264,0.0,5492.2837,74.2089,7261.1186
369,SYNTHETIC,1,Construction Materials,Germany,DEU,0.385,40.69,2110.73,205.23,7294.9,inland_waterway,2454.3,5.836,wood_timber,5689.63,0.46,0.031,499.1198,552.0643,2617.2281,444.0127,4205.8791
1820,SYNTHETIC,3,Electronics Assembly,South Korea,KOR,0.435,52.93,628.89,0.0,3086.2,sea_bulk,4389.1,2.469,plastic_pet,5159.56,3.1,0.012,135.4314,0.0,15994.6443,130.0389,15887.6898
70,SYNTHETIC,1,Plastics Manufacturing,Germany,DEU,0.385,8.31,2318.77,93.8,6005.1,air_freight,4684.4,4.804,plastic_pet,5981.03,3.1,0.602,822.402,252.3088,18541.182,13547.4008,32894.7954
858,SYNTHETIC,2,Chemical Processing,United States,USA,0.386,6.73,4527.02,35.49,7021.4,sea_bulk,1071.1,5.617,chemicals_general,2029.02,2.2,0.012,1635.8545,95.4778,4463.8368,72.1989,6359.8573
1484,SYNTHETIC,3,Automotive Manufacturing,Vietnam,VNM,0.59,40.27,2207.04,3466.7,2140.2,inland_waterway,899.7,1.712,aluminium,3019.72,8.24,0.031,795.5341,9325.4277,24882.5077,47.7544,33357.1953
1556,SYNTHETIC,3,Mining & Raw Materials,Germany,DEU,0.385,40.78,8520.34,103.22,3218.5,inland_waterway,626.3,2.575,chemicals_general,4000.32,2.2,0.031,2012.1525,277.6637,8800.7099,49.9919,10634.7564
1692,SYNTHETIC,3,Textiles & Apparel,Mexico,MEX,0.42,16.74,1114.02,,3088.1,air_freight,1031.4,2.47,plastic_pet,5249.16,3.1,0.602,393.305,0.0,16272.4073,1533.8946,18650.1697
1475,SYNTHETIC,3,Chemical Processing,China,CHN,0.581,,5033.83,37.26,1984.8,road_electric,7538.2,1.588,chemicals_general,2351.34,2.2,0.021,2545.4579,100.2231,5172.9531,251.3546,8396.0178
1799,SYNTHETIC,3,Automotive Manufacturing,Vietnam,VNM,0.59,24.66,2147.04,468.61,4957.1,inland_waterway,472.7,3.966,plastic_pp,5544.47,1.65,0.031,964.9377,1260.5657,9148.3681,58.106,11156.3057
479,SYNTHETIC,1,Food Processing,Japan,JPN,0.47,20.72,1305.42,0.0,5989.5,sea_container,1620.4,4.792,glass,10263.83,0.85,0.016,491.8107,0.0,8724.257,124.2254,8660.3968
282,SYNTHETIC,1,Food Processing,Brazil,BRA,0.08,70.44,1156.09,0.0,6285.6,rail_freight,4578.4,5.029,cardboard,8793.57,0.89,0.028,43.6286,0.0,7826.2764,644.6245,8658.7501
1648,SYNTHETIC,3,Textiles & Apparel,United States,USA,0.386,29.48,1156.26,0.0,2161.4,sea_container,2783.3,1.729,cotton_fabric,3500.32,8.0,0.016,321.574,0.0,28002.5916,77.0033,28048.2468
1557,SYNTHETIC,3,Chemical Processing,France,FRA,0.056,12.42,2918.29,0.0,7641.7,road_diesel,3170.8,6.113,chemicals_general,11033.98,2.2,0.1033,150.3783,0.0,24274.7485,2002.3759,24769.1886
1730,SYNTHETIC,3,Chemical Processing,Mexico,MEX,0.42,20.67,2952.74,0.0,5638.5,inland_waterway,1769.7,4.511,glass,8423.43,0.85,0.031,996.0495,0.0,7159.9167,247.4681,8732.5917
211,SYNTHETIC,1,Semiconductor Fabrication,Mexico,MEX,0.42,29.02,8848.35,0.0,9753.0,sea_container,1369.7,7.802,chemicals_general,8939.94,2.2,0.016,2689.1598,0.0,19667.8728,170.9921,21504.9948
298,SYNTHETIC,1,Plastics Manufacturing,South Korea,KOR,0.435,10.88,457.61,14.63,4413.4,rail_freight,3934.7,3.531,chemicals_general,5754.38,2.2,0.028,178.3931,39.3607,12659.6451,388.9865,13248.1971
1885,SYNTHETIC,3,Food Processing,South Korea,KOR,0.435,21.22,1205.59,0.0,6993.7,road_electric,1648.7,5.595,plastic_pet,11889.02,3.1,0.021,418.2462,0.0,36855.9557,193.7102,36406.1602
1834,SYNTHETIC,3,Pharmaceutical Manufacturing,Japan,JPN,0.47,,2665.62,0.0,2321.9,sea_container,656.0,1.858,chemicals_general,4011.73,2.2,0.016,1073.9619,0.0,8825.8136,19.4984,9474.9173
652,SYNTHETIC,2,Mining & Raw Materials,South Africa,ZAF,0.89,60.15,5207.89,467.28,3137.1,air_freight,117.9,2.51,chemicals_general,3732.69,2.2,0.602,1909.5774,1256.9879,8211.9182,178.141,10856.499
1234,SYNTHETIC,2,Steel & Metals,Australia,AUS,0.66,75.59,5689.9,21.04,3861.9,road_diesel,235.7,3.09,steel,4892.11,1.85,0.1033,1002.7046,56.6061,9050.4003,75.2358,9558.2602
1503,SYNTHETIC,3,Mining & Raw Materials,Australia,AUS,0.66,6.45,6416.28,1220.89,3535.1,sea_container,1642.3,2.828,chemicals_general,6018.91,2.2,0.016,3969.8524,3284.1929,13241.594,74.3132,21263.2409
1932,SYNTHETIC,3,Electronics Assembly,United Kingdom,GBR,0.207,31.81,652.42,0.0,5803.1,rail_freight,7585.3,4.642,plastic_pet,8641.97,3.1,0.028,96.2384,0.0,26790.1181,986.0185,28620.1106
917,SYNTHETIC,2,Agricultural Commodities,India,IND,0.7082,23.58,311.72,210.95,4860.4,sea_container,5791.7,3.888,wood_timber,4974.38,0.46,0.016,170.1827,567.4663,2288.2133,360.318,3406.2908
994,SYNTHETIC,2,Packaging Materials,South Africa,ZAF,0.89,29.39,1604.21,0.0,563.2,air_freight,1268.2,0.451,plastic_pet,721.34,3.1,0.602,1017.5175,0.0,2236.1497,344.0182,3605.254
430,SYNTHETIC,1,Automotive Manufacturing,Japan,JPN,0.47,36.96,2186.63,,5693.4,sea_container,12113.5,4.555,aluminium,7397.48,8.24,0.016,664.0417,1420.6673,60955.2692,882.7796,60805.374
1371,SYNTHETIC,2,Logistics & Freight,South Korea,KOR,0.435,26.25,402.39,0.0,9993.8,road_electric,1604.4,7.995,plastic_pp,12714.03,1.65,0.021,131.2057,0.0,20978.1549,269.3675,21708.5674
240,SYNTHETIC,1,Plastics Manufacturing,China,CHN,0.581,,2313.71,1779.55,2951.9,inland_waterway,1422.1,2.361,plastic_pp,2758.54,1.65,0.031,556.5759,4786.9968,4551.5973,104.106,9931.4027
880,SYNTHETIC,2,Construction Materials,China,CHN,0.581,15.64,2262.71,507.38,6024.2,sea_container,2319.7,4.819,steel,8925.39,1.85,0.016,1116.1556,1364.8547,16511.9754,178.8737,19637.0571
621,SYNTHETIC,2,Renewable Energy Components,Saudi Arabia,SAU,0.74,40.12,1637.28,0.0,1015.6,sea_container,652.5,0.812,copper,498.06,3.17,0.016,738.61,0.0,1578.8512,8.4821,2234.2428
257,SYNTHETIC,1,Food Processing,China,CHN,0.581,7.54,1292.86,0.0,1766.8,sea_container,3691.9,1.413,glass,1269.89,0.85,0.016,696.4922,0.0,1079.4106,83.4941,1841.934
612,SYNTHETIC,2,Chemical Processing,Vietnam,VNM,0.59,54.92,4926.03,0.0,6019.9,road_electric,,4.816,plastic_pp,10293.96,1.65,0.021,1364.2116,0.0,16985.0362,91.4488,18550.0956
545,SYNTHETIC,1,Food Processing,Australia,AUS,0.66,33.84,726.78,0.0,7558.0,rail_freight,3012.8,6.046,plastic_pet,8305.45,3.1,0.028,322.2503,0.0,25746.8913,510.0703,26256.8761
772,SYNTHETIC,2,Automotive Manufacturing,China,CHN,0.581,38.02,1296.03,392.51,3216.3,inland_waterway,4934.3,2.573,aluminium,2571.36,8.24,0.031,476.5588,1055.8529,21188.0066,393.5853,22474.5393
1420,SYNTHETIC,3,Renewable Energy Components,Brazil,BRA,0.08,34.0,2597.53,0.0,2194.6,sea_bulk,1433.9,1.756,steel,4053.87,1.85,0.012,154.8204,0.0,7499.6522,30.2102,7408.5881
1042,SYNTHETIC,2,Agricultural Commodities,South Korea,KOR,0.435,31.68,634.9,985.2,11442.6,air_freight,1497.4,9.154,cotton_fabric,13350.48,8.0,0.602,192.698,2650.2013,106803.8502,8251.9856,122770.3168
1790,SYNTHETIC,3,Mining & Raw Materials,Saudi Arabia,SAU,0.74,39.71,5060.08,195.85,7304.2,sea_bulk,281.7,5.843,steel,10389.07,1.85,0.012,2297.7045,526.824,19219.7748,19.7528,21972.8526
760,SYNTHETIC,2,Logistics & Freight,South Korea,KOR,0.435,20.83,299.58,849.11,2866.3,road_diesel,2920.8,2.293,plastic_pp,2015.35,1.65,0.1033,104.4156,2284.0967,3325.3269,691.8395,6343.2457
383,SYNTHETIC,1,Chemical Processing,Japan,JPN,0.47,31.96,5218.49,650.38,1644.7,air_freight,1110.3,1.316,plastic_pp,1368.22,1.65,0.602,1702.2579,1749.5281,2257.5586,879.4754,6514.8578
1104,SYNTHETIC,2,Plastics Manufacturing,Japan,JPN,0.47,28.27,1096.64,1228.85,4829.5,air_freight,214.9,3.864,plastic_pp,1744.8,1.65,0.602,375.9158,3305.6186,2878.9208,499.7307,7021.0335
974,SYNTHETIC,2,Renewable Energy Components,United States,USA,0.386,21.65,2239.04,0.0,3919.2,road_diesel,3862.1,3.135,copper,3249.25,3.17,0.1033,686.8745,0.0,10300.138,1250.8767,12710.9205
353,SYNTHETIC,1,Mining & Raw Materials,Saudi Arabia,SAU,0.74,34.37,8073.02,412.95,8426.0,inland_waterway,2828.7,6.741,steel,10793.16,1.85,0.031,3976.0261,1110.8431,19967.346,591.0901,26900.7894
1606,SYNTHETIC,3,Agricultural Commodities,Germany,DEU,0.385,23.87,513.3,,2362.8,road_electric,669.4,1.89,cotton_fabric,3364.37,8.0,0.021,152.9031,3658.7516,26914.9306,26.572,30090.2336
